swb,gender,age,country
6,2,32,US
9,2,55,US
5,2,41,US
5,2,36,US
5,2,23,US
8,2,34,US
4,2,41,US
6,2,38,US
6,1,64,US
6,2,24,US
8,1,42,US
4,2,37,US
5,1,50,US
8,1,55,US
8,1,45,US
8,1,22,US
6,2,19,US
8,2,44,US
5,2,41,US
6,1,41,US
8,1,69,US
9,1,61,US
9,2,40,US
7,1,18,US
8,2,48,US
7,1,36,US
7,1,37,US
8,2,32,US
7,1,23,US
5,1,41,US
7,2,37,US
8,1,48,US
5,1,42,US
5,2,59,US
9,1,37,US
8,2,40,US
7,1,57,US
7,2,40,US
8,2,75,US
9,1,52,US
8,2,19,US
2,2,23,US
9,1,58,US
8,1,76,US
5,1,69,US
6,2,61,US
6,2,37,US
8,1,24,US
8,1,44,US
9,2,84,US
7,2,60,US
5,1,42,US
7,2,62,US
5,1,63,US
8,2,46,US
2,1,28,US
5,2,27,US
9,1,56,US
8,1,41,US
5,2,75,US
9,1,37,US
10,1,31,US
7,1,22,US
7,2,44,US
8,1,50,US
4,1,36,US
6,2,57,US
5,2,19,US
9,2,45,US
10,2,56,US
3,1,99,US
8,2,38,US
9,1,68,US
8,1,22,US
6,2,58,US
8,2,55,US
6,1,19,US
7,2,26,US
8,2,46,US
4,2,46,US
10,1,28,US
6,1,50,US
8,2,42,US
8,1,34,US
7,2,59,US
8,2,48,US
8,1,55,US
8,1,65,US
5,1,38,US
5,1,30,US
7,2,20,US
7,1,78,US
8,2,81,US
6,2,21,US
7,2,69,US
4,1,63,US
8,1,41,US
8,2,33,US
4,2,47,US
5,2,72,US
3,1,25,US
8,1,65,US
8,2,50,US
10,1,37,US
4,2,47,US
9,1,55,US
1,1,63,US
7,2,54,US
6,2,87,US
8,2,62,US
6,1,75,US
10,2,47,US
7,1,37,US
9,2,69,US
2,2,45,US
10,2,48,US
7,2,64,US
9,1,78,US
7,2,46,US
10,2,57,US
6,2,70,US
9,2,34,US
5,1,68,US
9,2,23,US
8,2,41,US
8,1,34,US
10,1,55,US
8,2,72,US
7,2,49,US
8,2,67,US
8,2,36,US
8,2,46,US
5,2,50,US
5,2,63,US
6,1,23,US
9,2,42,US
5,1,31,US
5,1,19,US
8,1,18,US
7,2,46,US
4,1,36,US
7,2,41,US
9,2,40,US
7,2,43,US
6,2,28,US
9,1,42,US
9,2,32,US
9,1,23,US
3,2,81,US
10,2,24,US
10,1,19,US
7,2,23,US
5,2,49,US
5,1,21,US
8,2,43,US
10,1,18,US
3,2,60,US
6,1,23,US
2,2,99,US
7,2,44,US
5,1,61,US
7,1,65,US
8,2,36,US
9,2,70,US
9,1,60,US
5,2,57,US
8,2,56,US
6,1,34,US
8,2,37,US
7,2,35,US
7,2,68,US
10,2,87,US
10,1,20,US
8,1,20,US
8,1,31,US
10,2,67,US
7,2,43,US
6,1,68,US
8,2,48,US
6,1,55,US
8,2,72,US
5,1,83,US
6,1,70,US
7,1,42,US
9,1,56,US
10,1,68,US
7,2,35,US
9,1,70,US
7,1,61,US
8,1,62,US
7,2,45,US
10,2,49,US
5,1,55,US
5,2,23,US
5,1,49,US
9,1,37,US
7,1,39,US
10,2,45,US
9,1,51,US
8,1,72,US
10,2,53,US
8,1,44,US
6,1,74,US
7,1,35,US
5,2,56,US
5,1,32,US
7,2,18,US
10,1,41,US
3,2,31,US
7,1,38,US
5,1,43,US
6,1,31,US
3,2,37,US
8,1,37,US
6,2,27,US
10,1,43,US
10,2,66,US
7,1,51,US
9,2,65,US
8,1,41,US
7,2,50,US
9,1,74,US
9,1,62,US
8,1,61,US
7,1,48,US
7,1,33,US
4,2,26,US
8,1,41,US
4,1,36,US
7,1,59,US
7,2,18,US
8,1,30,US
8,1,59,US
8,2,99,US
5,2,84,US
8,2,70,US
8,2,60,US
8,2,45,US
4,2,51,US
7,1,33,US
8,2,34,US
8,2,60,US
7,1,41,US
8,2,58,US
8,2,41,US
5,1,35,US
8,1,55,US
6,1,35,US
8,2,28,US
8,2,59,US
7,2,40,US
4,1,36,US
5,2,65,US
4,1,22,US
5,1,30,US
7,1,43,US
5,2,59,US
6,2,39,US
7,2,49,US
7,1,54,US
5,2,47,US
7,1,27,US
9,1,30,US
10,1,18,US
8,2,73,US
7,2,68,US
6,1,54,US
5,2,25,US
10,2,39,US
8,2,81,US
3,2,70,US
8,2,56,US
7,2,50,US
7,1,43,US
7,1,55,US
7,2,37,US
8,2,90,US
4,2,49,US
8,2,59,US
5,2,75,US
6,1,24,US
7,2,28,US
8,2,61,US
5,2,99,US
9,2,67,US
7,2,46,US
7,1,40,US
9,2,34,US
5,1,64,US
7,1,29,US
6,1,49,US
3,2,29,US
9,2,49,US
8,1,56,US
8,1,51,US
5,1,26,Egypt
10,1,23,Egypt
9,2,20,Egypt
5,1,36,Egypt
7,1,22,Egypt
5,1,27,Egypt
5,1,46,Egypt
5,2,19,Egypt
5,2,36,Egypt
6,2,19,Egypt
5,2,30,Egypt
4,2,26,Egypt
4,2,20,Egypt
6,2,20,Egypt
6,2,28,Egypt
6,1,23,Egypt
6,1,58,Egypt
1,1,35,Egypt
6,1,26,Egypt
8,1,19,Egypt
7,1,47,Egypt
8,1,27,Egypt
7,1,24,Egypt
9,1,20,Egypt
5,1,18,Egypt
6,1,25,Egypt
8,1,20,Egypt
5,2,22,Egypt
5,2,19,Egypt
7,2,40,Egypt
6,2,42,Egypt
5,2,19,Egypt
4,2,22,Egypt
7,1,24,Egypt
6,1,55,Egypt
7,1,32,Egypt
5,1,53,Egypt
7,1,26,Egypt
9,1,26,Egypt
7,2,27,Egypt
7,2,29,Egypt
7,2,40,Egypt
5,2,37,Egypt
7,2,20,Egypt
4,2,20,Egypt
7,1,19,Egypt
7,1,31,Egypt
5,1,20,Egypt
6,1,56,Egypt
6,1,31,Egypt
6,2,26,Egypt
6,2,26,Egypt
7,2,26,Egypt
6,2,29,Egypt
5,2,28,Egypt
6,2,19,Egypt
4,2,45,Egypt
8,2,24,Egypt
5,2,22,Egypt
6,2,21,Egypt
6,2,35,Egypt
6,2,23,Egypt
8,2,31,Egypt
5,2,21,Egypt
7,2,41,Egypt
6,2,44,Egypt
5,1,45,Egypt
6,1,33,Egypt
6,1,19,Egypt
5,1,25,Egypt
6,2,21,Egypt
5,2,22,Egypt
5,2,28,Egypt
5,2,22,Egypt
8,2,31,Egypt
6,2,20,Egypt
6,2,40,Egypt
6,2,20,Egypt
5,2,28,Egypt
3,2,22,Egypt
8,2,24,Egypt
6,2,50,Egypt
4,2,50,Egypt
6,2,20,Egypt
5,2,19,Egypt
5,2,26,Egypt
8,2,24,Egypt
5,2,35,Egypt
5,1,59,Egypt
9,1,35,Egypt
3,1,45,Egypt
7,1,24,Egypt
7,1,53,Egypt
6,1,35,Egypt
6,1,24,Egypt
6,1,35,Egypt
6,1,19,Egypt
7,1,44,Egypt
6,1,28,Egypt
8,1,28,Egypt
6,1,25,Egypt
5,2,50,Egypt
5,1,21,Egypt
8,1,31,Egypt
6,1,33,Egypt
6,1,20,Egypt
5,1,42,Egypt
7,1,36,Egypt
5,1,42,Egypt
6,1,43,Egypt
8,1,33,Egypt
7,1,43,Egypt
6,1,35,Egypt
5,1,18,Egypt
6,1,20,Egypt
7,1,22,Egypt
7,1,19,Egypt
8,1,35,Egypt
9,1,50,Egypt
8,1,40,Egypt
3,1,18,Egypt
10,1,35,Egypt
8,1,24,Egypt
5,2,36,Egypt
6,2,54,Egypt
8,2,35,Egypt
7,2,30,Egypt
8,2,39,Egypt
4,2,30,Egypt
5,2,30,Egypt
7,2,45,Egypt
8,2,24,Egypt
4,1,20,Egypt
5,1,52,Egypt
5,1,42,Egypt
5,1,20,Egypt
8,2,20,Egypt
5,1,28,Egypt
5,1,24,Egypt
6,2,20,Egypt
4,1,44,Egypt
5,1,28,Egypt
5,1,29,Egypt
6,2,20,Egypt
5,1,19,Egypt
7,1,26,Egypt
4,1,36,Egypt
5,1,27,Egypt
4,1,40,Egypt
10,1,34,Egypt
5,1,28,Egypt
5,1,28,Egypt
8,1,28,Egypt
8,1,27,Egypt
7,1,34,Egypt
6,1,30,Egypt
7,1,25,Egypt
7,1,34,Egypt
7,1,35,Egypt
6,1,19,Egypt
4,1,35,Egypt
4,1,40,Egypt
5,1,19,Egypt
6,2,20,Egypt
5,2,30,Egypt
9,2,29,Egypt
6,2,55,Egypt
4,2,44,Egypt
4,2,46,Egypt
7,2,25,Egypt
9,2,33,Egypt
7,1,34,Egypt
9,2,35,Egypt
5,2,19,Egypt
5,2,56,Egypt
7,2,55,Egypt
6,2,41,Egypt
6,2,26,Egypt
7,2,56,Egypt
6,2,32,Egypt
8,2,40,Egypt
7,2,28,Egypt
6,2,20,Egypt
3,2,20,Egypt
3,2,20,Egypt
7,2,20,Egypt
9,1,19,Egypt
9,1,20,Egypt
5,1,20,Egypt
6,1,46,Egypt
7,1,53,Egypt
7,1,52,Egypt
5,1,50,Egypt
8,2,22,Egypt
7,2,23,Egypt
7,2,20,Egypt
5,2,20,Egypt
5,2,19,Egypt
6,2,48,Egypt
4,2,25,Egypt
10,2,30,Egypt
10,2,30,Egypt
10,2,26,Egypt
9,2,20,Egypt
8,2,20,Egypt
6,2,19,Egypt
7,2,24,Egypt
6,2,19,Egypt
5,2,21,Egypt
5,2,18,Egypt
7,2,26,Egypt
8,2,31,Egypt
6,2,24,Egypt
8,2,20,Egypt
9,2,23,Egypt
6,2,20,Egypt
7,2,53,Egypt
6,2,42,Egypt
7,2,27,Egypt
6,2,30,Egypt
7,2,33,Egypt
6,2,30,Egypt
6,1,38,Egypt
6,1,28,Egypt
6,1,34,Egypt
7,1,30,Egypt
8,1,32,Egypt
7,1,26,Egypt
7,1,19,Egypt
9,1,23,Egypt
7,2,19,Egypt
9,1,24,Egypt
10,2,59,Egypt
8,2,48,Egypt
5,2,33,Egypt
4,1,30,Egypt
4,2,33,Egypt
9,2,33,Egypt
3,2,25,Egypt
7,2,21,Egypt
6,1,23,Egypt
4,2,27,Egypt
4,2,28,Egypt
4,2,25,Egypt
5,2,25,Egypt
6,2,25,Egypt
4,2,27,Egypt
5,2,34,Egypt
6,2,30,Egypt
6,2,51,Egypt
6,2,20,Egypt
6,2,21,Egypt
10,2,30,Egypt
8,2,59,Egypt
10,1,45,Egypt
8,2,24,Egypt
9,1,45,Egypt
3,1,26,Egypt
9,1,19,Egypt
6,1,24,Egypt
3,1,23,Egypt
6,1,30,Egypt
10,1,31,Egypt
7,1,45,Egypt
4,1,30,Egypt
7,1,19,Egypt
6,2,54,Egypt
6,2,43,Egypt
3,1,19,Egypt
7,2,19,Egypt
7,2,20,Egypt
7,2,55,Egypt
2,1,19,Egypt
3,1,20,Egypt
8,2,46,Egypt
4,2,43,Egypt
7,2,35,Egypt
9,2,36,Egypt
6,2,42,Egypt
10,2,28,Egypt
7,2,25,Egypt
7,2,30,Egypt
6,2,28,Egypt
6,2,26,Egypt
9,2,46,Egypt
9,2,49,Egypt
5,2,53,Egypt
8,2,43,Egypt
6,1,23,Egypt
4,1,18,Egypt
3,1,18,Egypt
5,1,23,Egypt
6,1,18,Egypt
8,1,21,Egypt
8,1,20,Egypt
7,1,19,Egypt
8,1,20,Egypt
9,1,23,Egypt
9,1,20,Egypt
7,2,23,Egypt
5,1,22,Egypt
4,1,20,Egypt
8,2,22,Egypt
4,2,38,Egypt
5,2,19,Egypt
5,2,22,Egypt
5,2,28,Egypt
5,2,45,Egypt
5,2,26,Egypt
7,2,42,Egypt
4,1,28,Egypt
6,1,34,Egypt
7,1,46,Egypt
8,1,55,Egypt
5,1,20,Egypt
7,1,38,Egypt
5,1,47,Egypt
6,1,26,Egypt
8,1,48,Egypt
2,1,43,Egypt
8,1,22,Egypt
3,1,35,Egypt
5,1,42,Egypt
6,1,40,Egypt
4,1,28,Egypt
5,2,27,Egypt
5,2,29,Egypt
4,1,28,Egypt
4,1,28,Egypt
4,2,19,Egypt
4,2,46,Egypt
8,1,48,Egypt
5,1,45,Egypt
5,1,43,Egypt
5,1,20,Egypt
5,2,23,Egypt
5,2,37,Egypt
8,1,24,Egypt
5,1,38,Egypt
4,1,20,Egypt
5,1,28,Egypt
5,1,47,Egypt
7,1,38,Egypt
5,1,20,Egypt
7,1,46,Egypt
5,1,41,Egypt
5,1,27,Egypt
5,1,32,Egypt
7,1,45,Egypt
5,1,23,Egypt
5,1,27,Egypt
3,2,49,Egypt
5,1,20,Egypt
6,1,36,Egypt
4,2,20,Egypt
6,1,37,Egypt
6,2,20,Egypt
9,1,54,Egypt
5,1,31,Egypt
4,1,22,Egypt
5,1,26,Egypt
5,2,59,Egypt
10,2,35,Egypt
5,2,31,Egypt
7,2,19,Egypt
3,2,44,Egypt
9,2,26,Egypt
5,2,53,Egypt
4,2,33,Egypt
6,1,29,Egypt
8,1,35,Egypt
5,1,22,Egypt
10,1,20,Egypt
5,1,58,Egypt
9,1,25,Egypt
3,1,19,Egypt
6,1,48,Egypt
5,2,53,Egypt
8,2,27,Egypt
5,1,23,Egypt
8,2,24,Egypt
7,2,19,Egypt
8,2,27,Egypt
9,1,21,Egypt
8,2,30,Egypt
5,2,20,Egypt
7,2,19,Egypt
5,2,20,Egypt
6,1,43,Egypt
5,1,33,Egypt
5,1,42,Egypt
4,1,43,Egypt
7,1,25,Egypt
4,1,20,Egypt
3,1,22,Egypt
6,1,46,Egypt
5,1,43,Egypt
6,1,30,Egypt
8,1,25,Egypt
7,1,39,Egypt
7,1,43,Egypt
8,2,19,Egypt
9,1,52,Egypt
8,1,31,Egypt
5,1,31,Egypt
8,1,23,Egypt
8,1,21,Egypt
8,1,25,Egypt
8,1,29,Egypt
5,1,48,Egypt
5,1,20,Egypt
5,1,26,Egypt
6,1,36,Egypt
9,1,33,Egypt
7,1,53,Egypt
5,1,32,Egypt
7,1,48,Egypt
4,1,58,Egypt
8,1,22,Egypt
8,1,21,Egypt
8,1,22,Egypt
8,1,34,Egypt
5,1,52,Egypt
5,1,23,Egypt
7,1,32,Egypt
7,1,31,Egypt
8,1,23,Egypt
5,1,22,Egypt
5,1,20,Egypt
6,1,20,Egypt
7,1,39,Egypt
7,1,20,Egypt
8,1,23,Egypt
7,1,22,Egypt
7,1,29,Egypt
4,1,30,Egypt
6,1,26,Egypt
5,2,19,Egypt
6,2,20,Egypt
7,2,19,Egypt
7,2,25,Egypt
5,2,22,Egypt
5,1,22,Egypt
10,1,20,Egypt
4,1,21,Egypt
5,1,19,Egypt
6,1,22,Egypt
5,1,19,Egypt
5,1,59,Egypt
6,1,55,Egypt
5,1,59,Egypt
3,1,43,Egypt
3,1,38,Egypt
4,1,20,Egypt
4,1,27,Egypt
8,1,43,Egypt
9,1,45,Egypt
9,1,39,Egypt
5,1,42,Egypt
9,1,35,Egypt
5,1,30,Egypt
4,1,28,Egypt
5,1,29,Egypt
4,1,34,Egypt
2,1,25,Egypt
8,1,34,Egypt
6,1,28,Egypt
9,1,28,Egypt
5,1,24,Egypt
4,1,19,Egypt
8,1,21,Egypt
7,1,22,Egypt
5,1,24,Egypt
7,1,24,Egypt
8,1,20,Egypt
6,1,40,Egypt
7,1,24,Egypt
7,1,21,Egypt
8,1,59,Egypt
9,2,38,Egypt
10,1,19,Egypt
5,1,19,Egypt
9,1,19,Egypt
10,2,22,Egypt
6,2,34,Egypt
10,2,37,Egypt
10,2,34,Egypt
8,2,31,Egypt
10,2,40,Egypt
7,2,27,Egypt
8,2,36,Egypt
7,2,26,Egypt
7,1,27,Egypt
9,1,20,Egypt
8,1,27,Egypt
7,2,29,Egypt
8,2,37,Egypt
6,2,40,Egypt
7,2,21,Egypt
2,2,19,Egypt
8,2,20,Egypt
7,2,23,Egypt
8,2,24,Egypt
6,2,23,Egypt
7,1,23,Egypt
3,2,22,Egypt
7,2,20,Egypt
8,2,19,Egypt
8,2,21,Egypt
10,2,34,Egypt
6,2,44,Egypt
6,2,19,Egypt
9,2,38,Egypt
5,2,19,Egypt
6,2,42,Egypt
6,2,35,Egypt
8,2,20,Egypt
5,2,35,Egypt
7,2,20,Egypt
6,2,20,Egypt
6,2,50,Egypt
6,2,47,Egypt
7,2,51,Egypt
7,2,26,Egypt
6,2,48,Egypt
6,2,24,Egypt
7,2,21,Egypt
6,1,35,Egypt
6,2,25,Egypt
6,2,25,Egypt
2,2,45,Egypt
6,2,43,Egypt
6,2,30,Egypt
6,1,40,Egypt
6,1,33,Egypt
10,1,34,Egypt
8,1,30,Egypt
6,1,19,Egypt
7,1,35,Egypt
6,1,24,Egypt
10,1,18,Egypt
0,1,18,Egypt
5,1,44,Egypt
5,1,44,Egypt
5,1,41,Egypt
5,1,35,Egypt
6,1,31,Egypt
6,1,20,Egypt
7,1,19,Egypt
8,1,23,Egypt
6,1,20,Egypt
7,1,19,Egypt
7,1,26,Egypt
6,1,30,Egypt
6,1,18,Egypt
8,1,21,Egypt
5,1,21,Egypt
5,1,20,Egypt
6,1,40,Egypt
7,1,28,Egypt
6,1,53,Egypt
9,1,25,Egypt
7,1,38,Egypt
2,1,19,Egypt
5,1,22,Egypt
4,1,19,Egypt
3,1,23,Egypt
5,2,58,Egypt
7,2,48,Egypt
6,2,43,Egypt
5,2,36,Egypt
6,2,58,Egypt
3,2,32,Egypt
6,2,33,Egypt
5,2,24,Egypt
6,2,19,Egypt
6,2,23,Egypt
5,2,20,Egypt
3,2,21,Egypt
5,2,20,Egypt
6,2,19,Egypt
7,2,20,Egypt
7,2,19,Egypt
6,2,48,Egypt
7,2,30,Egypt
6,2,28,Egypt
9,2,36,Egypt
8,2,40,Egypt
8,2,50,Egypt
7,1,46,Egypt
8,2,20,Egypt
8,2,24,Egypt
5,2,46,Egypt
6,1,47,Egypt
6,1,32,Egypt
8,1,24,Egypt
8,1,20,Egypt
8,1,24,Egypt
8,1,50,Egypt
7,1,50,Egypt
7,1,56,Egypt
7,1,38,Egypt
10,1,30,Egypt
10,1,32,Egypt
7,1,30,Egypt
7,1,32,Egypt
6,1,24,Egypt
8,1,24,Egypt
9,1,20,Egypt
6,1,24,Egypt
8,1,36,Egypt
7,1,40,Egypt
7,1,49,Egypt
9,1,30,Egypt
8,1,30,Egypt
7,1,30,Egypt
4,1,39,Egypt
4,1,19,Egypt
5,1,24,Egypt
6,1,21,Egypt
6,1,23,Egypt
5,1,19,Egypt
8,2,29,Egypt
5,2,27,Egypt
5,1,24,Egypt
8,2,40,Egypt
6,1,22,Egypt
7,2,21,Egypt
6,1,19,Egypt
7,2,37,Egypt
8,2,20,Egypt
8,2,32,Egypt
5,2,34,Egypt
7,2,45,Egypt
6,1,36,Egypt
9,2,48,Egypt
7,1,28,Egypt
9,1,41,Egypt
9,2,41,Egypt
9,2,38,Egypt
9,1,42,Egypt
4,2,34,Egypt
7,2,29,Egypt
5,2,55,Egypt
9,1,47,Egypt
8,1,20,Egypt
4,2,32,Egypt
8,2,55,Egypt
10,2,56,Egypt
6,2,24,Egypt
9,1,36,Egypt
6,1,19,Egypt
3,2,35,Egypt
6,2,45,Egypt
7,2,24,Egypt
3,1,40,Egypt
5,1,25,Egypt
6,2,38,Egypt
8,2,25,Egypt
6,1,18,Egypt
10,1,56,Egypt
9,1,20,Egypt
8,2,37,Egypt
8,2,20,Egypt
9,2,48,Egypt
9,2,42,Egypt
8,2,25,Egypt
10,2,20,Egypt
7,2,22,Egypt
8,2,28,Egypt
8,2,32,Egypt
10,2,33,Egypt
9,2,18,Egypt
9,1,21,Egypt
9,2,20,Egypt
8,1,20,Egypt
7,2,20,Egypt
6,2,50,Egypt
6,1,50,Egypt
6,2,52,Egypt
7,1,23,Egypt
8,2,36,Egypt
8,2,35,Egypt
10,2,50,Egypt
7,1,19,Egypt
9,1,39,Egypt
10,2,37,Egypt
6,2,30,Egypt
6,1,47,Egypt
7,2,38,Egypt
6,2,41,Egypt
6,1,27,Egypt
6,1,43,Egypt
6,1,37,Egypt
6,1,21,Egypt
5,2,30,Egypt
2,2,18,Egypt
9,2,28,Egypt
7,2,33,Egypt
8,2,41,Egypt
8,1,28,Egypt
3,1,19,Egypt
7,2,39,Egypt
7,2,24,Egypt
6,2,19,Egypt
6,2,19,Egypt
6,2,27,Egypt
10,1,49,Egypt
8,1,38,Egypt
7,1,37,Egypt
6,2,30,Egypt
6,2,18,Egypt
7,2,20,Egypt
7,2,23,Egypt
5,2,19,Egypt
6,2,33,Egypt
5,2,38,Egypt
4,1,58,Egypt
6,1,55,Egypt
4,1,55,Egypt
7,1,41,Egypt
4,1,19,Egypt
4,1,21,Egypt
4,1,23,Egypt
4,1,24,Egypt
4,1,22,Egypt
2,2,18,Egypt
5,2,18,Egypt
6,2,18,Egypt
7,2,18,Egypt
5,2,35,Egypt
5,2,26,Egypt
6,2,26,Egypt
5,2,23,Egypt
6,2,20,Egypt
6,2,53,Egypt
5,2,41,Egypt
5,2,44,Egypt
6,2,30,Egypt
5,2,43,Egypt
6,2,19,Egypt
5,2,50,Egypt
6,2,22,Egypt
7,2,34,Egypt
6,2,34,Egypt
4,1,56,Egypt
4,2,23,Egypt
5,2,22,Egypt
1,2,21,Egypt
3,2,32,Egypt
3,1,40,Egypt
4,1,52,Egypt
5,1,47,Egypt
6,1,20,Egypt
5,1,30,Egypt
6,1,28,Egypt
5,1,33,Egypt
7,1,33,Egypt
7,1,52,Egypt
7,1,21,Egypt
7,1,33,Egypt
8,1,19,Egypt
9,1,28,Egypt
10,1,20,Egypt
9,1,47,Egypt
9,1,42,Egypt
4,2,21,Egypt
6,1,35,Egypt
6,1,32,Egypt
5,1,44,Egypt
5,2,21,Egypt
8,2,19,Egypt
4,2,21,Egypt
4,2,20,Egypt
8,1,49,Egypt
8,1,51,Egypt
8,1,55,Egypt
7,1,26,Egypt
7,1,29,Egypt
7,1,54,Egypt
2,1,39,Egypt
3,2,19,Egypt
5,2,23,Egypt
6,2,39,Egypt
7,2,40,Egypt
7,1,29,Egypt
6,1,28,Egypt
8,1,36,Egypt
6,1,20,Egypt
6,1,19,Egypt
6,1,21,Egypt
8,1,45,Egypt
8,1,27,Egypt
6,2,54,Egypt
7,2,44,Egypt
6,1,45,Egypt
7,1,48,Egypt
8,1,35,Egypt
7,1,53,Egypt
6,1,33,Egypt
7,1,42,Egypt
5,2,23,Egypt
9,1,29,Egypt
9,1,24,Egypt
6,1,56,Egypt
6,1,24,Egypt
5,1,47,Egypt
5,1,49,Egypt
3,1,27,Egypt
6,2,36,Egypt
7,2,49,Egypt
7,2,52,Egypt
5,2,45,Egypt
5,1,33,Egypt
8,1,37,Egypt
4,1,48,Egypt
6,1,43,Egypt
6,2,20,Egypt
6,2,22,Egypt
8,2,37,Egypt
6,2,27,Egypt
6,2,22,Egypt
3,2,49,Egypt
3,2,47,Egypt
6,2,43,Egypt
8,2,59,Egypt
9,2,34,Egypt
8,2,52,Egypt
9,2,46,Egypt
6,1,45,Egypt
7,1,20,Egypt
6,1,39,Egypt
6,1,37,Egypt
6,2,23,Egypt
7,2,20,Egypt
7,2,30,Egypt
5,2,47,Egypt
7,1,41,Egypt
8,1,49,Egypt
7,1,21,Egypt
6,1,32,Egypt
8,1,42,Egypt
8,1,32,Egypt
4,1,23,Egypt
7,1,21,Egypt
6,1,22,Egypt
4,1,33,Egypt
3,1,50,Egypt
4,1,53,Egypt
2,1,40,Egypt
9,1,33,Egypt
3,1,44,Egypt
2,1,30,Egypt
3,1,30,Egypt
8,1,41,Egypt
8,1,40,Egypt
8,1,24,Egypt
8,1,34,Egypt
7,2,40,Egypt
6,2,38,Egypt
6,2,23,Egypt
3,2,32,Egypt
6,2,33,Egypt
5,2,48,Egypt
2,1,40,Egypt
6,2,23,Egypt
5,2,31,Egypt
8,1,23,Egypt
8,1,30,Egypt
9,1,35,Egypt
8,1,46,Egypt
8,1,42,Egypt
9,1,50,Egypt
8,1,24,Egypt
5,1,30,Egypt
4,1,40,Egypt
4,1,50,Egypt
6,1,50,Egypt
8,1,30,Egypt
7,1,19,Egypt
5,2,35,Egypt
3,2,32,Egypt
7,2,40,Egypt
7,2,20,Egypt
6,2,47,Egypt
5,2,48,Egypt
5,2,19,Egypt
6,2,45,Egypt
5,2,56,Egypt
6,2,38,Egypt
6,2,43,Egypt
8,2,48,Egypt
8,2,49,Egypt
7,2,40,Egypt
9,2,50,Egypt
5,2,58,Egypt
6,2,50,Egypt
9,1,19,Egypt
6,1,37,Egypt
5,1,23,Egypt
6,2,21,Egypt
6,2,29,Egypt
6,2,23,Egypt
6,2,21,Egypt
9,2,35,Egypt
8,2,40,Egypt
9,2,20,Egypt
8,2,30,Egypt
7,2,23,Egypt
5,2,42,Egypt
9,2,42,Egypt
6,2,44,Egypt
5,2,52,Egypt
4,2,39,Egypt
4,2,40,Egypt
5,2,40,Egypt
8,2,37,Egypt
8,2,56,Egypt
7,2,46,Egypt
7,2,25,Egypt
6,2,45,Egypt
7,2,56,Egypt
7,2,50,Egypt
7,1,30,Egypt
9,1,40,Egypt
8,2,19,Egypt
7,1,45,Egypt
3,2,45,Egypt
3,2,34,Egypt
8,1,19,Egypt
3,2,37,Egypt
7,1,52,Egypt
9,1,45,Egypt
8,1,48,Egypt
8,1,21,Egypt
8,1,28,Egypt
7,1,50,Egypt
7,1,48,Egypt
6,1,50,Egypt
8,1,40,Egypt
7,1,26,Egypt
8,1,45,Egypt
6,1,20,Egypt
8,1,32,Egypt
9,1,23,Egypt
9,1,52,Egypt
8,1,26,Egypt
7,1,49,Egypt
7,1,38,Egypt
7,1,44,Egypt
9,1,56,Egypt
8,1,50,Egypt
9,1,45,Egypt
5,1,40,Egypt
5,1,19,Egypt
8,1,57,Egypt
6,1,23,Egypt
7,1,33,Egypt
9,1,19,Egypt
9,1,25,Egypt
8,1,55,Egypt
6,1,54,Egypt
6,1,25,Egypt
7,2,30,Egypt
7,1,20,Egypt
5,2,45,Egypt
8,2,45,Egypt
6,2,45,Egypt
4,2,22,Egypt
6,2,46,Egypt
7,2,31,Egypt
5,2,34,Egypt
7,2,34,Egypt
8,2,40,Egypt
4,2,39,Egypt
6,2,37,Egypt
4,2,49,Egypt
7,2,36,Egypt
6,2,50,Egypt
6,2,27,Egypt
5,2,33,Egypt
3,2,29,Egypt
5,2,24,Egypt
5,2,23,Egypt
4,2,23,Egypt
7,2,24,Egypt
5,2,24,Egypt
8,2,48,Egypt
9,2,24,Egypt
8,2,23,Egypt
7,2,36,Egypt
6,2,35,Egypt
8,2,27,Egypt
8,2,28,Egypt
8,2,27,Egypt
8,2,39,Egypt
3,2,23,Egypt
8,2,22,Egypt
7,2,49,Egypt
6,2,47,Egypt
5,2,49,Egypt
4,2,53,Egypt
3,2,25,Egypt
6,2,36,Egypt
9,2,20,Egypt
5,2,60,Ghana
6,2,22,Ghana
4,2,27,Ghana
6,2,28,Ghana
6,2,21,Ghana
4,1,27,Ghana
4,1,31,Ghana
5,1,55,Ghana
4,1,29,Ghana
6,2,19,Ghana
2,2,59,Ghana
2,2,24,Ghana
3,2,32,Ghana
3,1,23,Ghana
2,1,40,Ghana
2,2,44,Ghana
3,2,79,Ghana
2,2,31,Ghana
3,2,45,Ghana
2,1,30,Ghana
2,1,18,Ghana
2,1,19,Ghana
2,2,70,Ghana
3,1,69,Ghana
3,1,89,Ghana
3,2,80,Ghana
3,1,27,Ghana
4,1,19,Ghana
5,1,24,Ghana
4,2,20,Ghana
5,2,29,Ghana
2,2,46,Ghana
4,1,64,Ghana
4,2,18,Ghana
4,2,28,Ghana
3,2,22,Ghana
4,1,20,Ghana
4,1,31,Ghana
4,2,39,Ghana
4,2,47,Ghana
3,2,46,Ghana
4,1,35,Ghana
5,1,44,Ghana
4,1,65,Ghana
4,2,36,Ghana
4,2,48,Ghana
4,2,38,Ghana
3,2,20,Ghana
3,2,28,Ghana
4,1,34,Ghana
3,1,27,Ghana
4,2,23,Ghana
